// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b
// command took 1.89s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b
// command took 2.78s and exited with 0
// ***** Done, took 00:00:04 (4.85 sec)   *****
// Found 4 benchmarks:
//   CtorTest.new(): DefaultJob
//   CtorTest.Activator.CreateInstance: DefaultJob
//   CtorTest.'Expression.New [nocache]': DefaultJob
//   CtorTest.'Expression.New [cached]': DefaultJob

// **************************
// Benchmark: CtorTest.new(): DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "97c3b19d-9666-4988-a5ee-980494c3042b.dll" --benchmarkName "CtorPerformance.CtorTest.Manual" --job "Default" --benchmarkId 0 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  24: 102400 op, 817865100.00 ns, 7.9870 us/op
WorkloadActual  25: 102400 op, 855694100.00 ns, 8.3564 us/op
WorkloadActual  26: 102400 op, 843920500.00 ns, 8.2414 us/op
WorkloadActual  27: 102400 op, 819980300.00 ns, 8.0076 us/op
WorkloadActual  28: 102400 op, 868292400.00 ns, 8.4794 us/op
WorkloadActual  29: 102400 op, 807794800.00 ns, 7.8886 us/op
WorkloadActual  30: 102400 op, 861762200.00 ns, 8.4156 us/op
WorkloadActual  31: 102400 op, 933957100.00 ns, 9.1207 us/op
WorkloadActual  32: 102400 op, 898430300.00 ns, 8.7737 us/op
WorkloadActual  33: 102400 op, 829518100.00 ns, 8.1008 us/op
WorkloadActual  34: 102400 op, 826316600.00 ns, 8.0695 us/op
WorkloadActual  35: 102400 op, 880925900.00 ns, 8.6028 us/op
WorkloadActual  36: 102400 op, 816921500.00 ns, 7.9777 us/op
WorkloadActual  37: 102400 op, 815895900.00 ns, 7.9677 us/op
WorkloadActual  38: 102400 op, 829540800.00 ns, 8.1010 us/op
WorkloadActual  39: 102400 op, 814242100.00 ns, 7.9516 us/op
WorkloadActual  40: 102400 op, 849041500.00 ns, 8.2914 us/op
WorkloadActual  41: 102400 op, 850328200.00 ns, 8.3040 us/op
WorkloadActual  42: 102400 op, 833514500.00 ns, 8.1398 us/op
WorkloadActual  43: 102400 op, 818905900.00 ns, 7.9971 us/op
WorkloadActual  44: 102400 op, 852891900.00 ns, 8.3290 us/op
WorkloadActual  45: 102400 op, 816918000.00 ns, 7.9777 us/op
WorkloadActual  46: 102400 op, 879746900.00 ns, 8.5913 us/op
WorkloadActual  47: 102400 op, 833643400.00 ns, 8.1410 us/op
WorkloadActual  48: 102400 op, 848827500.00 ns, 8.2893 us/op
WorkloadActual  49: 102400 op, 909361900.00 ns, 8.8805 us/op
WorkloadActual  50: 102400 op, 865280500.00 ns, 8.4500 us/op
WorkloadActual  51: 102400 op, 827516200.00 ns, 8.0812 us/op
WorkloadActual  52: 102400 op, 850461800.00 ns, 8.3053 us/op

// AfterActualRun
WorkloadResult   1: 102400 op, 862350550.00 ns, 8.4214 us/op
WorkloadResult   2: 102400 op, 868611250.00 ns, 8.4825 us/op
WorkloadResult   3: 102400 op, 876265950.00 ns, 8.5573 us/op
WorkloadResult   4: 102400 op, 835035850.00 ns, 8.1546 us/op
WorkloadResult   5: 102400 op, 818719150.00 ns, 7.9953 us/op
WorkloadResult   6: 102400 op, 916563050.00 ns, 8.9508 us/op
WorkloadResult   7: 102400 op, 814184750.00 ns, 7.9510 us/op
WorkloadResult   8: 102400 op, 863903550.00 ns, 8.4366 us/op
WorkloadResult   9: 102400 op, 884824850.00 ns, 8.6409 us/op
WorkloadResult  10: 102400 op, 914211650.00 ns, 8.9278 us/op
WorkloadResult  11: 102400 op, 944013350.00 ns, 9.2189 us/op
WorkloadResult  12: 102400 op, 844851950.00 ns, 8.2505 us/op
WorkloadResult  13: 102400 op, 868535850.00 ns, 8.4818 us/op
WorkloadResult  14: 102400 op, 873212850.00 ns, 8.5275 us/op
WorkloadResult  15: 102400 op, 892175950.00 ns, 8.7127 us/op
WorkloadResult  16: 102400 op, 849384450.00 ns, 8.2948 us/op
WorkloadResult  17: 102400 op, 844746150.00 ns, 8.2495 us/op
WorkloadResult  18: 102400 op, 916946150.00 ns, 8.9546 us/op
WorkloadResult  19: 102400 op, 913429650.00 ns, 8.9202 us/op
WorkloadResult  20: 102400 op, 923857650.00 ns, 9.0220 us/op
WorkloadResult  21: 102400 op, 854445850.00 ns, 8.3442 us/op
WorkloadResult  22: 102400 op, 871082550.00 ns, 8.5067 us/op
WorkloadResult  23: 102400 op, 850478650.00 ns, 8.3055 us/op
WorkloadResult  24: 102400 op, 817862250.00 ns, 7.9869 us/op
WorkloadResult  25: 102400 op, 855691250.00 ns, 8.3564 us/op
WorkloadResult  26: 102400 op, 843917650.00 ns, 8.2414 us/op
WorkloadResult  27: 102400 op, 819977450.00 ns, 8.0076 us/op
WorkloadResult  28: 102400 op, 868289550.00 ns, 8.4794 us/op
WorkloadResult  29: 102400 op, 807791950.00 ns, 7.8886 us/op
WorkloadResult  30: 102400 op, 861759350.00 ns, 8.4156 us/op
WorkloadResult  31: 102400 op, 933954250.00 ns, 9.1206 us/op
WorkloadResult  32: 102400 op, 898427450.00 ns, 8.7737 us/op
WorkloadResult  33: 102400 op, 829515250.00 ns, 8.1007 us/op
WorkloadResult  34: 102400 op, 826313750.00 ns, 8.0695 us/op
WorkloadResult  35: 102400 op, 880923050.00 ns, 8.6028 us/op
WorkloadResult  36: 102400 op, 816918650.00 ns, 7.9777 us/op
WorkloadResult  37: 102400 op, 815893050.00 ns, 7.9677 us/op
WorkloadResult  38: 102400 op, 829537950.00 ns, 8.1010 us/op
WorkloadResult  39: 102400 op, 814239250.00 ns, 7.9516 us/op
WorkloadResult  40: 102400 op, 849038650.00 ns, 8.2914 us/op
WorkloadResult  41: 102400 op, 850325350.00 ns, 8.3040 us/op
WorkloadResult  42: 102400 op, 833511650.00 ns, 8.1398 us/op
WorkloadResult  43: 102400 op, 818903050.00 ns, 7.9971 us/op
WorkloadResult  44: 102400 op, 852889050.00 ns, 8.3290 us/op
WorkloadResult  45: 102400 op, 816915150.00 ns, 7.9777 us/op
WorkloadResult  46: 102400 op, 879744050.00 ns, 8.5913 us/op
WorkloadResult  47: 102400 op, 833640550.00 ns, 8.1410 us/op
WorkloadResult  48: 102400 op, 848824650.00 ns, 8.2893 us/op
WorkloadResult  49: 102400 op, 909359050.00 ns, 8.8805 us/op
WorkloadResult  50: 102400 op, 865277650.00 ns, 8.4500 us/op
WorkloadResult  51: 102400 op, 827513350.00 ns, 8.0812 us/op
WorkloadResult  52: 102400 op, 850458950.00 ns, 8.3053 us/op

// AfterAll
// Benchmark Process 41768 has exited with code 0

Mean = 8.387 μs, StdErr = 0.048 μs (0.57%), N = 52, StdDev = 0.343 μs
Min = 7.889 μs, Q1 = 8.101 μs, Median = 8.317 μs, Q3 = 8.566 μs, Max = 9.219 μs
IQR = 0.465 μs, LowerFence = 7.404 μs, UpperFence = 9.263 μs
ConfidenceInterval = [8.221 μs; 8.553 μs] (CI 99.9%), Margin = 0.166 μs (1.98% of Mean)
Skewness = 0.6, Kurtosis = 2.45, MValue = 2.11

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\CtorPerformance.CtorTest-report.csv
  BenchmarkDotNet.Artifacts\results\CtorPerformance.CtorTest-report-github.md
  BenchmarkDotNet.Artifacts\results\CtorPerformance.CtorTest-report.html

// * Detailed results *
CtorTest.new(): DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 131.538 ns, StdErr = 1.226 ns (0.93%), N = 96, StdDev = 12.010 ns
Min = 112.054 ns, Q1 = 122.389 ns, Median = 130.744 ns, Q3 = 138.246 ns, Max = 168.647 ns
IQR = 15.857 ns, LowerFence = 98.603 ns, UpperFence = 162.032 ns
ConfidenceInterval = [127.375 ns; 135.700 ns] (CI 99.9%), Margin = 4.163 ns (3.16% of Mean)
Skewness = 0.71, Kurtosis = 3.18, MValue = 4
-------------------- Histogram --------------------
[111.947 ns ; 119.612 ns) | @@@@@@@@@@@@@@@@
[119.612 ns ; 126.498 ns) | @@@@@@@@@@@@@@@@@@@@@@
[126.498 ns ; 135.128 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[135.128 ns ; 141.004 ns) | @@@@@@@
[141.004 ns ; 147.889 ns) | @@@@@@@@@@@@@@@
[147.889 ns ; 153.098 ns) | @
[153.098 ns ; 159.983 ns) | @@@@
[159.983 ns ; 169.698 ns) | @@
---------------------------------------------------

CtorTest.Activator.CreateInstance: DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 6.139 μs, StdErr = 0.032 μs (0.53%), N = 84, StdDev = 0.295 μs
Min = 5.686 μs, Q1 = 5.961 μs, Median = 6.070 μs, Q3 = 6.292 μs, Max = 7.046 μs
IQR = 0.331 μs, LowerFence = 5.465 μs, UpperFence = 6.788 μs
ConfidenceInterval = [6.029 μs; 6.249 μs] (CI 99.9%), Margin = 0.110 μs (1.79% of Mean)
Skewness = 1.09, Kurtosis = 3.95, MValue = 2
-------------------- Histogram --------------------
[5.597 μs ; 5.805 μs) | @@@@@@
[5.805 μs ; 5.989 μs) | @@@@@@@@@@@@@@@@@@@
[5.989 μs ; 6.166 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[6.166 μs ; 6.463 μs) | @@@@@@@@@@@@@@@@@
[6.463 μs ; 6.647 μs) | @@@@
[6.647 μs ; 6.870 μs) | @@@
[6.870 μs ; 7.085 μs) | @@@
---------------------------------------------------

CtorTest.'Expression.New [nocache]': DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 1.064 ms, StdErr = 0.006 ms (0.55%), N = 39, StdDev = 0.037 ms
Min = 0.972 ms, Q1 = 1.037 ms, Median = 1.069 ms, Q3 = 1.088 ms, Max = 1.154 ms
IQR = 0.051 ms, LowerFence = 0.961 ms, UpperFence = 1.164 ms
ConfidenceInterval = [1.043 ms; 1.084 ms] (CI 99.9%), Margin = 0.021 ms (1.96% of Mean)
Skewness = -0.22, Kurtosis = 3.01, MValue = 2
-------------------- Histogram --------------------
[0.957 ms ; 0.991 ms) | @
[0.991 ms ; 1.021 ms) | @@@
[1.021 ms ; 1.066 ms) | @@@@@@@@@@@@@
[1.066 ms ; 1.094 ms) | @@@@@@@@@@@@@@@@
[1.094 ms ; 1.123 ms) | @@@@@
[1.123 ms ; 1.169 ms) | @
---------------------------------------------------

CtorTest.'Expression.New [cached]': DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 8.387 μs, StdErr = 0.048 μs (0.57%), N = 52, StdDev = 0.343 μs
Min = 7.889 μs, Q1 = 8.101 μs, Median = 8.317 μs, Q3 = 8.566 μs, Max = 9.219 μs
IQR = 0.465 μs, LowerFence = 7.404 μs, UpperFence = 9.263 μs
ConfidenceInterval = [8.221 μs; 8.553 μs] (CI 99.9%), Margin = 0.166 μs (1.98% of Mean)
Skewness = 0.6, Kurtosis = 2.45, MValue = 2.11
-------------------- Histogram --------------------
[7.768 μs ; 7.932 μs) | @
[7.932 μs ; 8.173 μs) | @@@@@@@@@@@@@@@@
[8.173 μs ; 8.487 μs) | @@@@@@@@@@@@@@@@@@@
[8.487 μs ; 8.730 μs) | @@@@@@@
[8.730 μs ; 9.121 μs) | @@@@@@@@
[9.121 μs ; 9.339 μs) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.19041.508 (2004/?/20H1)
Intel Core i7-9850H CPU 2.60GHz, 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.100-preview.5.20279.10
  [Host]     : .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
  DefaultJob : .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT


|                     Method |           Mean |        Error |       StdDev |    Ratio | RatioSD |
|--------------------------- |---------------:|-------------:|-------------:|---------:|--------:|
|                      new() |       131.5 ns |      4.16 ns |     12.01 ns |     1.00 |    0.00 |
|   Activator.CreateInstance |     6,139.4 ns |    110.00 ns |    295.50 ns |    46.51 |    4.45 |
| 'Expression.New [nocache]' | 1,063,586.8 ns | 20,893.56 ns | 36,593.39 ns | 7,795.40 |  627.77 |
|  'Expression.New [cached]' |     8,387.0 ns |    166.01 ns |    342.85 ns |    61.43 |    3.94 |

// * Warnings *
MultimodalDistribution
  CtorTest.new(): Default -> It seems that the distribution is bimodal (mValue = 4)

// * Hints *
Outliers
  CtorTest.new(): Default                      -> 4 outliers were removed (171.66 ns..199.06 ns)
  CtorTest.Activator.CreateInstance: Default   -> 9 outliers were removed (7.07 μs..9.14 μs)
  CtorTest.'Expression.New [nocache]': Default -> 4 outliers were removed (1.21 ms..1.32 ms)

// * Legends *
  Mean    : Arithmetic mean of all measurements
  Error   : Half of 99.9% confidence interval
  StdDev  : Standard deviation of all measurements
  Ratio   : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD : Standard deviation of the ratio distribution ([Current]/[Baseline])
  1 ns    : 1 Nanosecond (0.000000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:04:11 (251.82 sec), executed benchmarks: 4

Global total time: 00:04:16 (256.67 sec), executed benchmarks: 4
// * Artifacts cleanup *
